gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsSenior
0,0,1,0,1.6137012404433893,1,2,1,2,2,2,0,2,2,2,1,1,1.5251410362335358,0.9067923722799298,0,0
0,0,1,1,-1.1960038562387048,0,1,0,0,2,0,0,0,2,0,0,3,-0.8130073430001998,0.9735766480563656,0,0
1,0,0,0,-1.2367242199587352,1,2,1,0,2,0,0,0,0,0,1,2,0.572931355138347,-4.184400273623897,1,0
0,0,1,0,1.0843365120829946,1,2,1,2,2,2,2,0,2,1,1,1,1.4038298552214086,0.659122492566283,0,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6451658459834212,0.9598826736704704,1,0
1,0,1,1,1.5729808767233588,1,0,0,0,2,0,2,2,2,2,1,1,0.2854404741096075,0.45030873004449645,0,0
0,0,1,1,-1.1145631287986442,1,0,0,0,0,0,0,0,0,0,0,3,-0.6634456129852487,-1.4215916453976092,0,0
1,0,1,1,-0.21871512695797646,1,0,0,2,2,0,0,0,0,0,1,1,-0.3327480099521901,0.30077508708833156,0,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,1,2,-0.4174996569606623,0.45804177077955355,1,0
1,0,0,1,1.247217966963116,0,1,0,2,2,0,2,0,0,1,1,0,-0.803036560999203,-0.7753462100598651,0,0
0,1,0,0,0.5549717837226001,1,2,1,2,2,2,0,2,2,1,1,2,1.503537675231376,0.3764283075016178,1,1
1,0,1,1,1.6137012404433893,1,2,0,2,0,0,0,0,0,2,0,0,-0.31446824295036285,0.07358275557310938,0,0
0,0,1,0,0.06632741908223598,1,2,0,2,0,0,2,0,0,0,1,0,-0.13000877593192306,-1.9799488827333938,0,0
0,0,1,1,-0.3408762181180675,1,2,0,2,2,0,0,2,2,1,0,2,0.4532819711263863,-4.785759141519835,0,0
1,0,0,0,1.6137012404433893,1,2,0,2,2,2,2,0,0,2,0,0,0.16246749609731476,0.39014314499607244,0,0
0,0,1,1,1.125056875803025,0,1,0,2,0,2,2,2,2,2,0,1,-0.16324471593524553,-0.08206410931159341,0,0
1,0,0,0,1.4508197855632678,1,2,0,2,2,2,0,0,2,1,1,1,0.4034280611214026,0.4232825108076776,0,0
0,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,2,1,3,-1.4926823160681442,0.30077508708833156,0,0
0,0,0,1,0.06632741908223598,1,0,0,2,0,2,2,2,0,2,0,1,0.09599561609066982,-1.1403840758404906,0,0
0,0,0,0,-1.0738427650786138,0,1,0,0,0,0,0,2,2,0,0,1,-0.6567984249845842,-0.4462149064138027,0,0
1,0,1,0,-1.2367242199587352,1,0,0,0,2,0,2,0,2,0,1,3,-0.018668376920792765,0.30077508708833156,0,0
1,0,0,0,-0.055833672077855064,1,2,1,0,0,0,2,0,0,1,0,1,0.5629605731373504,-0.820019306234968,0,0
0,0,1,1,-0.5037576729981889,1,2,2,1,1,1,1,1,1,0,1,0,-1.303237458049206,0.43534635917226083,0,0
0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.4876969250676457,-2.076500301973109,0,0
1,0,0,0,1.2064976032430856,1,2,1,0,0,2,0,2,2,1,1,2,1.0631614701873533,0.6528025145636355,1,0
0,1,1,0,1.5322605130033284,1,2,1,0,0,0,0,0,0,2,1,1,0.36188313611724954,0.505782514276082,0,1
0,0,0,0,-0.9109613101984924,1,2,1,0,0,0,2,2,2,0,1,2,1.1213243651931677,0.30077508708833156,1,0
1,0,1,1,0.26992923768238775,1,2,2,1,1,1,1,1,1,2,1,3,-1.3614003530550205,0.9667531012970763,0,0
0,0,1,0,0.5549717837226001,1,0,0,0,2,0,2,2,0,2,1,1,-0.018668376920792765,-0.4233149893849137,0,0
1,0,0,0,-1.0738427650786138,1,0,1,0,2,0,0,2,0,0,1,2,0.684271754149477,0.38005575123602453,1,0
0,0,1,1,1.6137012404433893,1,2,0,0,0,2,0,2,2,2,1,0,0.40010446712107006,0.5181586534624698,0,0
1,0,0,0,-0.5851984004382496,1,0,0,0,0,2,2,0,0,0,0,1,-0.31779183695069496,0.30077508708833156,0,0
1,0,1,0,1.5729808767233588,1,2,1,2,0,2,2,2,2,2,1,1,1.4553455622265583,0.8604023249546239,0,0
1,0,1,0,0.3106496014024181,1,2,1,0,2,0,0,2,2,0,1,2,1.2143849972024705,0.12301070985315049,1,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.15914390209698223,0.7697347938818963,1,0
1,0,0,0,1.0436161483629645,1,2,1,0,2,2,0,2,2,1,1,0,1.2791950802089493,0.6327559899658579,1,0
1,0,0,0,1.5322605130033284,1,2,1,2,0,0,2,2,2,2,1,1,1.304122035211441,0.816680918220139,1,0
0,0,1,0,0.3920903288424788,1,2,2,1,1,1,1,1,1,2,0,2,-1.3132082400502028,0.30077508708833156,0,0
1,0,1,1,0.06632741908223598,0,1,0,2,0,0,0,0,0,1,0,0,-1.1420431490330922,0.9825368081634883,0,0
1,1,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,0,-1.4860351280674797,0.9835274437107019,0,1
0,0,0,0,-0.30015585439803716,1,2,1,0,0,0,0,2,0,0,1,3,0.6593447991469852,-1.700705743381011,0,0
0,0,0,0,-1.2367242199587352,1,0,1,0,0,2,0,0,2,0,1,3,0.7125223031523015,0.30077508708833156,1,0
0,0,1,1,0.9214550572028734,1,0,1,0,2,2,2,2,2,1,1,0,1.2941512532104444,0.561062955862996,0,0
1,0,1,0,-0.46303730927815856,1,2,1,0,2,2,2,2,2,0,1,2,1.5434208032353631,-1.1757850905168656,1,0
1,0,1,0,1.5322605130033284,1,2,1,2,2,0,2,0,0,2,1,1,0.7723469951582818,0.6265496352877662,0,0
0,0,1,0,1.1657772395230555,1,2,1,0,0,2,2,2,2,0,1,2,1.3822264942192488,0.7451572210602454,0,0
1,0,1,1,0.43281069256250915,1,0,0,2,0,2,2,2,2,2,1,1,0.47820892612887816,-0.09420814426713961,0,0
1,0,0,0,0.5956921474426305,1,2,1,0,2,2,0,2,2,1,1,2,1.2742096892084507,0.37969359841577066,0,0
1,0,0,0,-1.1145631287986442,1,0,0,0,0,2,2,2,0,0,1,1,-0.02697736192162338,-0.30596015917706765,0,0
0,0,0,0,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,1,-1.2949284730483754,0.30077508708833156,0,0
0,0,1,1,-0.6666391278783103,1,0,1,0,2,2,0,2,0,0,1,1,0.8205391081630994,0.30077508708833156,1,0
1,1,1,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,1,0,1.0249401391835322,0.7014907442474568,1,1
0,0,1,1,-0.748079855318371,1,2,2,1,1,1,1,1,1,0,0,3,-1.303237458049206,-0.02889775655819651,0,0
1,0,1,1,1.125056875803025,1,0,1,0,2,2,0,2,0,1,0,2,0.8703930181680831,0.5153161859982158,1,0
1,0,1,1,0.06632741908223598,0,1,0,0,0,2,2,2,0,0,1,2,-0.6617838159850825,0.30077508708833156,0,0
0,0,1,0,0.7178532386027215,1,2,1,2,2,0,2,2,2,1,0,2,1.4553455622265583,0.551347554514865,1,0
1,0,1,1,0.22920887396235737,1,2,2,1,1,1,1,1,1,2,0,1,-1.3198554280508674,0.994164238222409,0,0
0,0,1,1,1.5322605130033284,1,0,0,2,2,2,2,0,2,1,0,1,0.31036742911209936,0.4643851366900854,0,0
0,0,1,1,0.18848851024232702,1,2,1,0,2,0,0,2,0,0,1,2,0.7989357471609396,-0.21135391331795192,0,0
0,1,0,0,-1.1552834925186746,1,0,1,0,0,0,0,2,0,0,1,2,0.46823814412788106,-0.4919172124885067,1,1
1,1,1,1,1.125056875803025,1,2,1,2,2,0,0,0,2,0,1,2,0.9468356801757247,0.5867148307790246,0,1
1,0,1,1,1.2064976032430856,1,0,0,2,0,2,2,0,2,1,0,1,0.22063039110312907,0.25403603970505273,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6767399889865777,0.22782020390713625,1,0
1,0,0,0,0.14776814652229667,1,0,0,2,0,2,2,2,2,0,1,1,0.47987072312904416,-0.5434491216998327,0,0
1,0,0,0,0.47353105628253944,1,0,2,1,1,1,1,1,1,2,0,1,-1.4744025490663168,0.966954459852392,0,0
0,1,0,0,0.9214550572028734,1,2,1,0,0,2,0,2,2,1,1,2,1.1711782751981514,0.5288245335595867,1,1
0,0,1,0,1.6137012404433893,1,2,1,2,0,2,0,2,2,2,1,1,1.3373579752147637,0.8565874666541251,0,0
0,0,1,1,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,-1.2107069564115467,1,0
0,0,0,0,-0.7888002190384014,0,1,0,2,0,0,0,0,0,0,1,0,-1.127086976031597,0.05571419386278446,0,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8354952811645946,0.9604907901852536,1,0
0,0,1,1,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,3,-1.4694171580658184,-0.47049881171079755,0,0
0,0,0,0,1.3286586944031769,1,0,0,2,2,2,2,2,2,2,1,0,0.6676537841478158,0.5159485440411167,0,0
0,0,1,1,-0.8295205827584317,0,1,0,2,0,0,2,0,0,1,0,1,-1.0506443140239554,0.23913982041037787,0,0
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.9052907551715716,0.749671035005933,0,0
0,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,1,0.8321716871642622,0.7108982366877525,0,0
0,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.6963061272506461,0.9391905789466565,0,0
1,0,0,1,0.7992939660427822,1,2,0,2,2,0,2,2,2,2,1,3,0.677624566148813,0.2482694036653194,0,0
1,0,0,0,-1.2367242199587352,1,2,2,1,1,1,1,1,1,0,0,3,-1.3265026160515319,0.664313384804122,0,0
0,0,0,0,-1.1145631287986442,1,0,0,2,0,0,2,2,0,0,1,2,-0.013682985920294679,-0.11597031310454438,0,0
0,0,0,0,1.4508197855632678,1,0,2,1,1,1,1,1,1,2,0,1,-1.4710789550659844,0.30077508708833156,0,0
0,0,0,1,1.2064976032430856,1,2,1,0,0,2,0,2,2,1,1,2,1.1761636661986499,0.6985984906601393,1,0
1,0,0,0,1.6137012404433893,1,2,0,2,2,0,2,2,2,2,0,1,0.7075369121518029,0.6807990626700793,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,0,2,-0.46402997296531395,0.4170211096098142,1,0
0,0,1,0,1.369379058123207,1,2,1,2,2,0,2,0,0,1,0,2,0.8055829351616043,0.6082726303059318,0,0
1,0,1,1,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,1,0.001273187081200524,0.32879609773998814,0,0
1,0,0,0,-0.2594354906780068,1,0,2,1,1,1,1,1,1,1,0,1,-1.4943441130683104,0.2887482199387273,0,0
1,0,1,1,1.2879383306831464,1,2,1,2,0,2,0,0,2,2,0,0,0.9518210711762233,0.5966775086571798,0,0
1,1,1,0,-0.5037576729981889,1,0,1,0,2,0,0,0,0,0,1,2,0.2954112561106046,0.30077508708833156,1,1
0,0,0,0,-1.1960038562387048,1,0,1,0,2,0,0,2,2,0,1,2,1.0083221691818711,-0.37517054575862097,1,0
1,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,2,0,1,1,0.9933659961803764,-1.6443155038262687,1,0
1,0,1,0,-1.1552834925186746,1,0,1,0,0,2,2,0,0,0,1,3,0.5264010391336954,-0.2973688275281832,1,0
1,0,1,0,1.2064976032430856,0,1,0,0,0,0,2,2,0,2,1,0,-0.8562140650045189,-1.143702119994847,0,0
0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,1,3,-1.4710789550659844,0.30077508708833156,0,0
1,0,1,0,1.0843365120829946,1,2,1,0,0,0,0,0,2,1,0,2,0.6909189421501416,0.4380834947992313,1,0
1,0,0,1,-1.1960038562387048,1,2,2,1,1,1,1,1,1,2,1,3,-1.2749869090463821,0.30077508708833156,0,0
0,0,1,0,1.6137012404433893,1,2,1,2,0,2,2,2,0,2,1,0,1.111353583192171,0.7894039035067224,0,0
1,0,1,1,1.002895784642934,1,0,1,0,2,2,0,2,2,1,1,1,1.0897502221900113,0.5467607626234503,0,0
1,0,0,1,1.369379058123207,1,0,2,1,1,1,1,1,1,2,0,1,-1.4893587220678117,0.30077508708833156,0,0
0,0,0,0,1.125056875803025,0,1,0,0,2,0,0,2,2,0,1,2,-0.46402997296531395,-0.4033025591696303,1,0
1,0,0,1,0.5142514200025698,1,2,1,0,0,2,0,2,2,2,0,0,1.1612074931971548,0.304882265289941,0,0
0,0,0,0,-1.1960038562387048,0,1,0,0,0,0,0,2,0,0,1,1,-0.9958050130184734,0.30077508708833156,0,0
0,0,0,0,-0.7073594915983407,1,0,1,2,0,2,2,2,2,0,0,2,1.3406815692150957,0.30077508708833156,1,0
0,0,0,1,0.758573602322752,0,1,0,2,0,2,2,2,2,1,0,0,-0.15327393393424887,-0.37363062132715463,0,0
0,0,0,0,1.125056875803025,1,2,0,2,0,2,2,0,0,1,0,2,-0.00038860991896550476,0.09836217049761119,0,0
1,0,0,0,0.025607055362205634,1,2,0,0,2,0,0,0,0,0,1,0,-0.33607160395252245,0.30077508708833156,0,0
1,0,0,0,-0.9109613101984924,1,0,1,2,2,2,2,2,2,0,1,2,1.506861269231708,0.30077508708833156,1,0
1,1,0,0,-0.2594354906780068,1,0,2,1,1,1,1,1,1,1,0,1,-1.5109620830699715,0.429504950686532,0,1
0,0,0,0,-1.0738427650786138,1,0,1,0,0,2,0,0,2,0,0,2,0.6360796411446599,0.40649752248477183,1,0
0,0,1,0,1.4100994218432374,1,2,1,2,0,2,2,2,2,1,1,2,1.5450826002355291,0.8489138110567043,0,0
0,0,1,1,0.6771328748826912,0,1,0,2,0,0,2,0,0,1,1,1,-0.9625690730151509,0.30077508708833156,0,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.4860351280674797,-2.0722856041739153,0,0
0,1,0,0,-1.0331224013585834,1,0,1,0,0,2,0,2,0,0,1,2,0.6510358141461546,0.6467197123654779,0,1
0,1,0,0,-0.21871512695797646,1,2,1,2,2,2,0,2,2,1,1,0,1.5201556452330371,-0.5425377650009265,0,1
1,0,1,1,0.18848851024232702,1,0,1,0,0,0,0,2,2,1,0,1,0.8787020031689138,-0.25959590008671485,0,0
0,0,1,1,1.247217966963116,1,2,1,2,2,2,0,2,0,0,1,2,1.1894580421999785,0.6670346487194375,1,0
1,0,1,1,-0.055833672077855064,1,2,1,2,0,2,2,0,0,0,0,2,0.8155537171626008,-0.5646428898988557,0,0
1,0,1,1,0.7178532386027215,1,2,1,0,2,2,0,2,2,0,1,0,1.2991366442109427,0.4222416627341073,1,0
1,1,0,0,-0.015113308357824713,1,2,1,0,0,2,0,0,0,0,1,1,0.5430190091353566,-0.7447754368491489,0,1
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,2,-1.3348116010523623,-1.0336605962498935,1,0
0,0,1,0,1.247217966963116,1,2,1,0,0,0,2,0,0,1,1,1,0.5463426031356892,0.40543904701512706,0,0
1,0,0,0,-0.0965540357978854,1,2,1,2,2,0,0,0,2,0,1,1,0.9817334171792131,-0.6779233029116477,0,0
1,0,1,0,1.5729808767233588,1,2,1,2,2,2,2,2,2,2,1,0,1.7062769092516428,0.9271115409808752,0,0
0,0,0,0,0.8400143297628127,1,2,1,0,2,2,0,2,2,2,0,2,1.3556377422165908,0.565584760501293,0,0
0,0,0,0,-0.8295205827584317,1,0,1,2,0,0,2,2,2,0,1,0,1.1346187411944968,0.30077508708833156,1,0
1,0,1,0,0.7178532386027215,1,2,1,2,2,0,0,0,2,0,1,1,0.9850570111795457,0.39193380627758734,0,0
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.504314895069307,-0.6593232154779177,0,0
0,0,0,0,-0.9516816739185228,1,2,1,0,0,2,0,2,2,0,0,1,1.114677177192503,0.9751754444119589,1,0
1,0,0,0,-0.62591876415828,1,0,1,2,0,0,0,2,2,0,0,2,0.966777244177718,0.30077508708833156,1,0
0,0,1,0,0.9621754209229036,1,0,1,2,2,2,0,2,2,1,1,1,1.3572995392167568,0.6422724999720367,0,0
1,0,1,1,1.4100994218432374,1,0,0,2,2,2,0,2,2,2,0,1,0.5513279941361872,0.5006604793235521,0,0
1,1,0,0,-0.9516816739185228,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,0.9721756013256937,1,1
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,2,0,0,1,2,-0.2779087089467081,-1.138729173183041,0,0
1,0,0,0,-0.5444780367182193,1,0,0,0,2,0,2,0,2,1,1,0,0.019552954083027783,0.30077508708833156,0,0
0,0,0,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,3,-1.4893587220678117,0.30077508708833156,0,0
0,0,0,0,1.5729808767233588,1,2,1,0,2,2,2,2,2,2,1,2,1.5450826002355291,0.8979869751667215,0,0
1,1,0,0,-0.9109613101984924,1,0,1,0,2,0,0,0,0,0,1,2,0.2688225041079463,0.7650644901534559,1,1
0,1,0,0,-0.7073594915983407,1,2,1,0,2,0,0,2,0,0,0,1,0.8055829351616043,0.30077508708833156,0,1
1,0,1,1,1.6137012404433893,1,2,1,2,0,2,0,2,2,1,1,0,1.3739175092184182,0.882333682951871,0,0
1,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,1,-1.4860351280674797,-0.6842010154320373,0,0
1,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3148700370503688,0.30077508708833156,0,0
1,1,1,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.2920876621102721,0.8222808662142829,1,1
0,1,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.35357415111641893,0.30077508708833156,0,1
1,0,0,0,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,0,0.02620014208369237,0.3551256290591515,0,0
0,0,0,0,-0.2594354906780068,1,2,1,0,0,2,0,0,0,0,1,2,0.5297246331340278,-1.4482738111696059,0,0
0,0,0,0,-0.46303730927815856,1,0,1,0,2,2,2,2,2,1,1,3,1.3224018022132684,-1.3214591415728956,0,0
1,0,1,0,1.125056875803025,1,2,2,1,1,1,1,1,1,1,0,0,-1.3497677740538576,0.30077508708833156,0,0
1,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.4727407520661506,-0.8164190083591378,0,0
1,0,1,0,-0.6666391278783103,1,2,1,0,0,0,0,0,0,0,1,2,0.35357415111641893,0.30077508708833156,0,0
0,0,1,0,1.247217966963116,1,2,0,2,2,0,0,2,2,1,1,1,0.4964886931307054,0.3487947622855602,0,0
0,1,0,0,-0.4223169455581282,1,0,1,2,2,0,0,0,0,0,0,2,0.5629605731373504,-5.791714772443991,0,1
0,0,1,1,-0.015113308357824713,1,0,0,2,2,2,2,0,2,0,0,0,0.38348649711940885,-1.0218220280435086,0,0
0,1,0,0,-1.1960038562387048,1,2,1,0,2,0,0,0,0,0,1,2,0.48651791112970877,-1.8013189820959898,1,1
0,0,0,0,-0.7888002190384014,1,0,1,0,2,2,0,0,0,0,1,2,0.544680806135523,0.989844377994207,1,0
0,0,1,1,1.4508197855632678,1,2,1,0,2,0,2,2,2,2,1,1,1.2958130502106107,0.7920454274346457,0,0
0,0,1,1,-0.0965540357978854,1,0,1,0,0,2,0,0,2,1,0,2,0.720831288153132,-0.8321147849417856,0,0
0,0,0,0,-0.6666391278783103,1,0,1,0,2,0,0,0,0,0,0,0,0.3436033691154218,0.30077508708833156,0,0
1,0,0,0,0.025607055362205634,1,0,1,0,2,0,2,0,0,2,0,0,0.5264010391336954,-0.7086374254817216,0,0
1,0,1,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5109620830699715,0.30077508708833156,0,0
0,1,0,0,-1.1552834925186746,1,2,1,0,0,0,0,0,2,0,1,2,0.6593447991469852,-0.07804865081521643,1,1
0,0,0,0,-0.8295205827584317,0,1,0,2,0,0,2,0,0,1,1,3,-1.03568814102246,0.20995320649097649,0,0
0,1,1,0,-1.1552834925186746,1,2,1,0,0,0,0,2,0,0,1,2,0.6144762801425001,-0.37209306461729774,0,1
0,0,1,1,-1.318164947398796,1,0,0,2,2,2,0,2,2,2,0,3,0.534710024134526,0.30077508708833156,0,0
0,0,0,0,-1.0738427650786138,1,2,1,2,0,0,0,0,0,0,1,2,0.4748853321285456,0.20608267555048806,1,0
0,0,1,0,1.3286586944031769,1,2,1,0,2,2,2,2,2,1,1,1,1.438727592224897,0.8030168170261951,0,0
0,0,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519067978,-0.2902653407847897,0,0
0,0,0,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,1,0,0,-1.4527991880641573,0.4867635803685457,0,0
0,0,0,1,-0.7888002190384014,0,1,0,0,2,0,0,0,0,0,0,2,-1.150352134033923,0.00696823236883017,0,0
1,0,0,0,-0.3408762181180675,1,0,1,0,0,0,0,0,2,0,1,1,0.5014740841312035,-1.9876481789240734,0,0
0,0,1,0,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,0,0,0.02453834508352634,0.3940783758484555,0,0
0,0,1,1,0.880734693482843,1,2,1,2,2,0,0,2,2,0,1,0,1.3074456292117733,0.5592484933515923,0,0
0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,0,0.32033821111309646,-1.5551966104342194,1,0
1,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,1,3,-1.4710789550659844,0.8677663498494631,0,0
0,1,1,1,-0.015113308357824713,1,2,1,0,0,2,0,2,0,0,1,3,0.8836873941694119,-0.5138044205747927,0,1
1,1,0,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.1396041321949948,-0.18488821149138868,1,1
1,0,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,0,-1.4710789550659844,0.8568122733910962,0,0
1,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,3,-0.6584602219847502,0.9410519044511251,1,1
0,0,0,0,-0.9924020376385531,1,0,1,0,2,0,0,0,0,0,0,2,0.36022133911708304,0.49486665562161114,0,0
1,0,0,0,-0.4223169455581282,1,0,0,2,0,0,2,0,0,0,0,3,-0.32111543095102724,0.30077508708833156,0,0
0,0,0,0,-0.7073594915983407,1,0,0,2,0,2,2,0,0,0,0,2,-0.1931570619382357,0.990631196421305,0,0
1,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,2,0,1,2,1.0083221691818711,-1.5304284801635912,0,0
1,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,1,-0.6667692069855808,0.22992611931455156,1,0
0,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3065610520495383,0.30077508708833156,0,0
1,0,0,0,-1.1552834925186746,1,0,0,2,0,2,0,0,0,0,0,2,-0.2662761299455452,-0.9481097840197303,0,0
1,0,0,0,-0.30015585439803716,1,2,0,2,2,2,2,0,2,0,0,0,0.5646223701375164,-1.8710532338529122,0,0
0,0,1,1,-0.015113308357824713,1,0,1,0,2,0,0,2,0,0,1,2,0.7091987091519689,-0.6380515348753816,0,0
1,1,1,0,-1.0331224013585834,0,1,0,2,0,0,0,0,0,0,0,0,-1.1619847130350858,-1.4215916453976092,0,1
1,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,1,3,-1.4710789550659844,-0.055407438062004905,0,0
1,1,1,0,-0.9924020376385531,1,0,0,2,0,0,0,2,0,0,0,0,-0.12834697893175703,0.5297602016815035,0,1
0,1,0,0,0.9621754209229036,1,2,0,2,0,2,2,0,2,2,0,0,0.28211688010927544,0.10410445794591505,0,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6335332669822583,0.2614017558321097,1,0
1,1,0,0,-0.9924020376385531,1,0,1,2,0,0,2,2,2,0,0,1,1.1811490571991479,0.928367884295384,1,1
1,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,2,-1.5126238800701375,0.30077508708833156,1,0
1,0,0,1,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,0.6293754815491754,0,0
0,0,0,0,1.5729808767233588,1,0,0,2,2,2,2,2,0,2,0,1,0.4183842341228973,0.537832861091616,0,0
0,0,0,0,-1.2367242199587352,1,2,1,0,0,0,0,2,2,0,1,2,1.0382345151848615,0.30077508708833156,1,0
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,0,2,0.8570986421667539,0.9645354770626926,1,0
1,0,1,0,0.6771328748826912,1,2,1,2,2,0,0,2,0,0,1,0,0.966777244177718,0.3326001696025339,0,0
1,0,0,0,1.0436161483629645,1,0,0,0,2,2,2,2,0,2,0,0,0.1774236690988095,0.10219402355165995,0,0
1,1,1,0,0.47353105628253944,0,1,0,0,2,0,0,0,0,0,1,2,-1.1437049460332582,0.30077508708833156,1,1
0,0,1,1,1.0843365120829946,1,0,0,0,2,0,2,2,2,2,1,1,0.3718539181182462,0.2815819145791142,0,0
1,0,0,0,1.5729808767233588,1,2,1,2,0,2,2,2,2,2,1,2,1.438727592224897,0.8500459895400763,1,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.17077648109814536,0.7714499486745521,1,0
0,0,0,0,-0.8702409464784621,1,2,1,0,0,0,0,0,0,0,0,2,0.3485887601159204,0.957852943644397,0,0
1,1,1,0,1.2064976032430856,1,2,1,0,2,2,0,2,2,1,1,2,1.2958130502106107,0.6933183201757309,1,1
0,0,1,1,0.10704778280226633,1,0,0,2,0,0,2,0,0,1,1,0,-0.32610082195152557,-2.5411997948471012,0,0
0,0,0,0,-0.5037576729981889,1,0,2,1,1,1,1,1,1,0,1,0,-1.504314895069307,0.13047424813048283,0,0
1,0,1,1,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,0,3,-1.5009913010689746,0.9076472987399689,0,0
0,0,0,0,0.26992923768238775,1,0,0,2,0,0,0,0,0,1,1,2,-0.562075995975115,-3.024335517494122,0,0
1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,2,0,1,2,0.7258166791536301,0.9478472760053626,1,0
0,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.3630621500551865,0.30077508708833156,0,0
0,1,1,0,0.025607055362205634,1,2,1,0,2,0,0,0,0,0,1,0,0.5264010391336954,-0.7022049169222612,1,1
0,0,0,0,-0.8295205827584317,1,0,0,0,0,0,0,0,0,0,0,0,-0.6966815529885713,0.5035448514565894,0,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.4960059100684764,-2.7580357189955564,0,0
1,0,0,1,-0.21871512695797646,1,0,2,1,1,1,1,1,1,0,0,3,-1.51594747407047,0.4971237998274499,0,0
1,0,1,1,0.06632741908223598,1,0,2,1,1,1,1,1,1,1,0,1,-1.5009913010689746,0.7491705050952862,0,0
0,0,1,0,0.9621754209229036,1,0,1,2,0,2,0,0,0,2,0,0,0.5164302571326987,0.26871361464110266,0,0
0,0,0,0,1.0436161483629645,1,2,2,1,1,1,1,1,1,2,0,1,-1.343120586053193,0.30077508708833156,0,0
