gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,-1.1552834925186746,1,2,1,2,0,0,0,0,0,0,1,2,0.5114448661322006,-0.25617098393792165,0
1,0,1,1,-1.0738427650786138,1,2,2,1,1,1,1,1,1,2,0,3,-1.3082228490497045,-1.2188094861259353,0
0,1,1,0,1.4100994218432374,1,2,1,2,2,2,2,0,2,1,1,1,1.3506523512160928,1.2068489179022772,0
1,1,0,1,-1.0331224013585834,1,0,0,0,0,0,0,0,0,0,1,3,-0.6318714699820923,-0.1476226379816275,0
1,0,1,1,0.9621754209229036,1,2,2,1,1,1,1,1,1,1,1,3,-1.3397969920528607,-1.3014121298780421,0
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.3215172250510334,-0.97841461264224,0
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,0,2,2,2,1,2,0.6809481601491449,0.9076790863641983,0
1,0,1,1,-0.38159658183809786,1,0,2,1,1,1,1,1,1,2,0,1,-1.5009913010689746,0.19655504431881743,0
0,0,0,1,0.10704778280226633,1,2,0,0,0,0,0,0,0,0,0,3,-0.4856333339674735,-1.1203217185753465,0
1,1,1,0,-0.21871512695797646,1,0,1,0,0,0,0,0,0,0,1,2,0.19237984210030468,-0.9053430431692223,0
0,0,1,1,-0.2594354906780068,1,2,0,0,2,0,2,0,0,0,1,2,-0.15659752793458118,-1.1526214702989266,1
1,0,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,1,0,3,-1.2749869090463821,-0.2789396613824126,0
0,0,0,0,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,0,3,-1.4827115340671475,1.471600981210312,0
1,0,1,1,-1.0331224013585834,0,1,0,2,2,2,0,2,2,0,0,3,-0.196480655938568,0.35911281118995064,0
1,0,1,1,1.5322605130033284,1,2,1,2,2,0,0,2,0,0,1,1,1.0897502221900113,1.0797679275144207,0
1,0,1,1,1.125056875803025,1,0,2,1,1,1,1,1,1,2,0,1,-1.4993295040688086,-1.5640461766796123,0
1,0,1,1,0.26992923768238775,0,1,0,0,0,0,0,0,0,1,1,1,-1.3132082400502028,1.6828731277301234,0
1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,1,1.651437608246161,1.5393775094171687,0
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,2,0,0,1,2,-0.9991286070188055,-0.16721429066642204,1
1,0,1,1,0.880734693482843,1,2,0,0,2,0,2,2,0,1,1,2,0.19736523310080326,-0.011540077441297734,0
1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,2,0,1,2,0.682609957149311,-0.5140394935999473,1
0,0,1,1,1.247217966963116,1,0,0,2,2,2,2,2,0,2,0,1,0.358559542116917,0.3855880175207541,0
1,0,1,1,1.5729808767233588,1,2,1,0,2,0,2,0,0,2,1,2,0.6659919871476498,0.9336247885683856,0
0,0,0,0,0.3920903288424788,1,0,2,1,1,1,1,1,1,1,1,3,-1.4660935640654862,1.695581226768909,0
1,0,0,0,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,0,-1.4727407520661506,1.678637094717195,0
0,0,1,1,1.369379058123207,1,2,1,0,2,2,0,2,2,1,1,1,1.2526063282062914,1.0691778449820992,1
0,0,1,0,-0.46303730927815856,1,2,1,2,0,2,0,2,2,0,1,0,1.3174164112127704,-0.7554933753368748,1
1,0,0,0,-0.8702409464784621,0,1,0,0,2,0,2,0,0,0,1,2,-0.9675544640156493,0.19284851543250495,0
1,0,0,1,-1.2774445836787656,1,2,1,0,0,2,0,2,2,0,1,2,1.1628692901973208,1.7225859372263286,1
0,1,1,0,0.9214550572028734,1,2,1,0,2,2,2,0,0,0,0,2,0.8537750481664219,0.538614710112798,0
1,0,0,0,1.4915401492832983,1,2,1,0,2,2,2,2,0,2,1,1,1.0930738161903437,1.1041251173387598,0
0,1,0,0,-1.1960038562387048,1,0,1,0,0,2,0,0,0,0,0,2,0.3020584441112687,-0.8963414730167492,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,2,2,2,2,0,1,2,0.32033821111309646,-0.35518825561512657,1
1,1,0,0,-0.0965540357978854,1,2,0,0,0,2,2,2,0,2,1,1,0.14418772909548702,-0.8126798210114102,0
0,0,0,0,-1.1145631287986442,1,2,1,0,0,2,2,0,0,0,1,2,0.5978583101408388,0.16319628434200506,0
0,0,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,1,1,-1.341458789053027,-1.0731958513065163,0
0,0,0,0,-0.13727439951791576,1,2,0,0,2,0,0,0,0,1,1,2,-0.3161300399505289,-1.148914941412614,0
1,0,1,0,0.7992939660427822,1,2,0,0,2,0,2,0,0,0,0,0,-0.11339080593026184,-0.2678200747234752,0
1,0,0,0,1.4508197855632678,1,2,0,2,2,2,0,0,2,1,0,1,0.39844267012090406,0.5979191722937978,0
0,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,0,3,-1.5076384890696393,1.7051123010479983,0
1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,2,0,1,1,-0.3327480099521901,0.24421041571426363,0
1,0,1,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.4976677070686424,-1.315708741296676,0
0,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,0,-1.491020519067978,-0.23869734775959137,0
1,0,0,0,-1.1960038562387048,1,0,1,0,2,2,2,2,2,0,1,2,1.435403998224565,-0.2625250334573145,0
0,1,0,0,-1.2367242199587352,1,0,1,0,2,0,0,2,0,0,1,0,0.6327560471443273,-1.140442875386757,0
0,0,0,0,-0.9516816739185228,1,0,1,2,0,0,0,0,0,0,1,1,0.3153528201125979,1.0029898291550907,1
0,0,0,0,0.758573602322752,0,1,0,0,2,2,0,2,2,1,1,1,-0.2779087089467081,-0.3864289990854747,0
0,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733310673135,-1.7234269187910491,0
0,0,1,0,-1.1960038562387048,1,2,1,0,0,0,0,2,2,0,0,2,1.001674981181207,-0.4679726345843493,0
0,1,0,0,-0.62591876415828,1,2,1,0,0,0,0,2,2,0,1,2,0.9784098231788811,-1.1610935363247838,0
1,0,1,0,-0.0965540357978854,1,2,0,0,0,0,0,0,0,0,0,2,-0.49394231896830415,-1.2918810555989528,0
1,0,0,0,-0.055833672077855064,1,2,0,0,2,0,2,2,0,0,1,2,0.2089978121019659,-0.7824980857942944,0
0,0,0,0,0.5142514200025698,1,0,0,2,0,2,2,2,2,2,0,0,0.5612987761371843,-0.06925602724244927,0
1,0,1,0,1.2879383306831464,1,2,1,2,2,2,0,0,0,1,0,0,0.8205391081630994,0.7636539639246275,0
1,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,2,0,0,1,2,-0.16324471593524553,0.8409615664105735,1
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.16080569909714826,1.159723050633447,1
1,1,1,1,1.1657772395230555,1,2,1,0,2,0,0,2,2,1,0,2,1.1379423351948288,0.8637302438550645,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.5192710680708021,-0.9434673402855793,0
1,0,0,0,-0.9516816739185228,0,1,0,0,0,0,0,2,2,0,1,2,-0.6435040489832552,0.1679618214815497,1
1,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,0,1.651437608246161,1.487486105008794,0
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.504314895069307,-0.9392313072726508,1
0,0,1,0,-1.0331224013585834,1,0,0,0,0,0,0,0,0,0,1,3,-0.681725379987076,-0.2842347026485733,0
0,0,1,0,1.369379058123207,1,2,1,0,2,2,2,0,0,1,1,0,0.8570986421667539,0.9256822266691446,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.17077648109814536,1.1629000753931436,1
1,0,1,1,0.3106496014024181,1,0,2,1,1,1,1,1,1,0,1,0,-1.4744025490663168,1.3185742886182679,0
1,0,0,0,-0.6666391278783103,1,2,0,0,2,2,0,0,2,0,1,0,0.22063039110312907,-1.5200973341704787,0
0,0,0,0,-1.2367242199587352,1,0,1,0,2,0,0,2,0,0,1,0,0.7440964461554579,-0.9932407281874899,1
1,0,1,0,1.4100994218432374,1,2,2,1,1,1,1,1,1,2,0,1,-1.3265026160515319,-1.1764491559966497,0
0,0,1,0,0.35136996512244845,1,0,1,2,2,2,0,2,2,1,1,0,1.3190782082129364,0.15948975545569258,0
0,0,1,1,0.9621754209229036,1,0,2,1,1,1,1,1,1,2,1,1,-1.4943441130683104,-1.6042884903024335,0
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.7179094882528059,1.4673649481973832,0
0,0,1,1,-1.1960038562387048,1,2,1,0,0,0,0,0,2,0,1,0,0.6643301901474837,-0.5135099894733313,1
0,0,1,0,0.880734693482843,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674797,-1.6191146058476835,0
1,1,0,0,0.7992939660427822,1,2,1,0,2,2,2,2,2,0,1,2,1.5284646302338678,0.8203109054725468,0
0,0,0,0,0.7178532386027215,1,0,1,0,0,2,2,0,2,2,1,0,0.82884809316393,0.21614669700361197,0
1,0,0,0,-0.748079855318371,1,2,1,0,0,0,2,2,0,0,1,2,0.8371570781647607,-1.5492200611343625,1
1,0,1,0,-0.21871512695797646,1,0,0,2,0,0,0,0,0,1,0,1,-0.533825446972291,-1.316238245423292,0
0,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,0,0,2,1,0,1.0581760791868549,1.1311298277961794,0
1,0,0,0,1.2064976032430856,1,0,0,2,2,0,0,2,2,1,1,1,0.3170146171127639,0.38082248038120947,0
0,0,0,0,-0.8295205827584317,1,0,0,0,2,0,2,0,0,0,1,2,-0.3477041829536853,1.0437616469045279,0
0,1,0,0,0.47353105628253944,1,0,0,0,0,2,2,2,2,1,0,0,0.33529438411459117,-0.21910569507479682,0
1,0,1,1,0.880734693482843,1,0,1,0,2,0,2,0,0,2,1,0,0.5047976781315361,0.23732686206825473,0
0,0,0,0,1.4508197855632678,1,0,2,1,1,1,1,1,1,2,0,0,-1.4860351280674797,-1.355951054919497,0
1,0,0,0,-0.5037576729981889,1,0,2,1,1,1,1,1,1,0,0,3,-1.5076384890696393,0.15260620180968368,0
1,0,1,1,0.7178532386027215,1,2,0,0,0,2,0,0,0,1,0,0,-0.32776261895169184,-0.5267475926387329,0
1,0,0,0,1.0436161483629645,1,2,2,1,1,1,1,1,1,2,1,1,-1.3397969920528607,-1.232047089291337,0
1,0,1,1,0.10704778280226633,1,2,1,0,2,0,0,2,0,0,1,0,0.827186296163764,-0.2709970994831716,0
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,2,-0.6435040489832552,1.464717427564303,0
1,0,1,1,1.247217966963116,1,2,0,2,0,2,2,0,2,2,0,3,0.36354493311741554,0.3707619019755042,0
0,0,1,0,1.0436161483629645,1,2,1,2,2,2,0,2,2,1,1,1,1.5251410362335358,1.0395256138915994,0
0,0,1,1,-0.21871512695797646,1,0,2,1,1,1,1,1,1,1,1,3,-1.4694171580658184,0.8187223930926986,0
0,0,1,0,1.5729808767233588,1,2,1,2,2,2,2,2,2,2,1,1,1.6747027662484868,1.4779550307297047,0
0,0,0,0,1.247217966963116,1,0,0,0,0,2,0,0,2,1,0,1,-0.20645143793956489,-0.11532288625804728,0
1,0,1,0,1.5729808767233588,1,2,1,0,2,2,0,0,2,0,1,0,0.9468356801757247,1.0802974316410368,0
0,1,0,0,0.35136996512244845,1,2,1,2,2,2,0,2,2,0,1,2,1.609892683242008,0.37605694324166483,1
1,1,0,0,-0.7888002190384014,1,0,1,0,0,0,0,2,2,0,1,2,0.8554368451665879,-1.5285694001963357,1
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,0,2,0.4732235351283796,-1.3040596505111224,1
0,0,1,1,1.4508197855632678,1,0,2,1,1,1,1,1,1,2,1,0,-1.5093002860698053,-1.4417307234313004,0
1,0,1,1,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,1,3,-0.532163649972125,0.42106479400403074,0
1,1,0,0,1.3286586944031769,1,2,1,2,0,2,2,2,2,2,1,2,1.4719635322282196,1.227499578840304,0
1,1,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3215172250510334,-1.0091258519859718,0
0,0,0,0,-0.1779947632379461,1,2,0,0,0,0,2,0,0,0,1,1,-0.32776261895169184,-1.2405191553171941,0
1,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.329826210051864,-0.9704720507429989,0
0,0,0,0,-1.2367242199587352,1,0,1,2,2,0,0,2,0,0,1,2,0.8770402061687477,-1.1054956030300964,0
0,0,0,1,-0.5851984004382496,1,0,2,1,1,1,1,1,1,1,0,0,-1.4827115340671475,0.04564636823323773,1
1,1,1,0,1.125056875803025,1,2,1,0,2,2,0,2,2,1,1,2,1.3157546142126038,0.9871047053566085,0
0,1,0,0,-0.2594354906780068,1,2,0,0,0,0,2,0,2,0,1,2,0.042818112085353605,-1.125087255714891,0
1,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937610395967,1.2248520582072235,1
0,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4760643460664828,1.381055775558964,1
1,0,1,1,1.4508197855632678,1,2,0,2,2,2,2,2,2,2,1,1,0.9119379431722362,1.0040488374083227,0
0,0,0,0,0.22920887396235737,1,0,1,0,2,2,2,0,0,0,1,1,0.6477122201458225,-0.22069420745464502,1
0,1,1,0,0.3920903288424788,1,2,1,2,0,2,0,2,2,1,1,0,1.3440051632154282,0.34163917501162033,0
0,0,1,0,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,0,-1.5009913010689746,-1.5852263417442551,0
1,0,1,0,0.880734693482843,0,1,0,0,2,0,0,0,0,0,0,2,-1.1420431490330922,-1.1467969249061498,0
0,0,0,0,-0.8295205827584317,1,0,1,0,0,0,0,0,2,0,0,0,0.4433111891253892,1.6818141194768912,1
0,0,1,0,0.47353105628253944,1,0,0,2,2,2,0,0,0,1,1,3,-0.10840541492976351,-0.47326767585051,0
1,0,1,1,0.3920903288424788,1,2,0,2,2,0,0,2,0,0,1,0,0.15415851109648415,-0.31812296675200175,0
1,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.329826210051864,-1.039837091329704,0
0,0,1,1,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,3,0.8737166121684152,0.9680425567984301,0
0,0,1,0,-0.5444780367182193,1,2,1,0,0,2,0,0,2,0,0,3,0.827186296163764,-1.0435436202160164,1
0,0,1,0,-0.38159658183809786,1,2,0,0,0,0,2,2,2,0,1,1,0.2954112561106046,-1.132500313487516,0
0,0,0,0,-0.0965540357978854,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,0.7996602445345201,0
1,0,0,0,0.10704778280226633,1,2,2,1,1,1,1,1,1,1,0,0,-1.2816340970470463,1.6924042020092127,0
0,0,0,0,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1279715531938321,1.711466350567391,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,0,-0.6950197559884049,0.21296967224391555,0
1,0,0,0,-0.4223169455581282,1,0,1,0,0,0,0,0,0,0,1,3,0.16412929309748078,-1.2569337832422922,0
1,0,1,1,-1.0331224013585834,0,1,0,2,2,2,0,0,0,2,0,3,-0.8711702380060141,-0.4399089158736976,0
0,0,0,0,0.14776814652229667,0,1,0,2,2,2,2,0,2,2,1,3,-0.3875873109576722,-0.9302297371201776,0
0,0,1,1,0.06632741908223598,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935640654862,1.243914206765402,0
1,0,1,1,1.6137012404433893,1,2,0,2,2,2,0,0,0,2,0,1,-0.010359391919962149,0.39088305878691476,0
1,0,1,1,0.14776814652229667,1,2,2,1,1,1,1,1,1,2,0,1,-1.3181936310507012,1.6638109791719449,0
0,0,0,0,-1.2774445836787656,1,0,1,0,0,2,0,0,0,0,0,2,0.3851482941195749,1.357757593987857,1
0,0,0,0,-0.38159658183809786,1,2,1,0,2,0,0,0,0,0,1,2,0.47820892612887816,-1.109731636043025,1
1,1,1,0,-0.015113308357824713,1,2,1,0,0,0,0,0,2,0,1,2,0.6726391751483144,-0.5124509812200991,1
0,0,1,1,1.5729808767233588,1,2,1,2,2,2,2,0,0,1,1,1,1.0099839661820376,1.1125971833646169,0
0,1,0,0,-0.38159658183809786,1,2,1,0,0,2,0,0,0,0,1,3,0.48485611412954227,-0.9900637034277934,0
1,0,1,0,-0.62591876415828,1,0,1,0,0,2,0,2,2,1,1,0,1.0598378761870213,-1.1748606436168016,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,2,2,2,2,0,1,2,0.356897745116751,1.3312823876570534,0
1,0,1,1,-0.8295205827584317,1,0,2,1,1,1,1,1,1,2,0,3,-1.4976677070686424,-0.542103212310599,0
0,0,1,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.4710789550659844,-1.2426371718236584,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.5142856770703037,-0.9418788279057312,0
1,1,1,0,1.6137012404433893,1,2,1,0,2,0,0,2,2,2,0,0,1.116338974192669,1.1697836290391523,0
1,0,1,1,1.125056875803025,1,2,1,0,0,0,0,0,0,0,0,0,0.31867641411292996,0.27651016743784385,0
0,0,1,1,1.1657772395230555,0,1,0,0,2,2,2,2,0,2,0,1,-0.44575020596348647,-0.2296957776071182,0
0,0,1,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,0,0,3,-0.6351950639824246,-0.23763833950635924,0
1,1,1,0,-0.015113308357824713,1,2,1,0,0,0,0,0,2,0,0,2,0.682609957149311,-0.4981543698014652,1
0,0,0,1,-0.055833672077855064,1,2,1,0,0,0,0,2,0,0,1,1,0.7241548821534641,-0.48385775838283135,1
1,0,0,0,-0.5444780367182193,1,0,1,0,2,0,0,0,0,0,1,1,0.3020584441112687,-1.3098841959038992,1
1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.477726143066649,-1.3353003939814705,0
0,0,0,0,-0.015113308357824713,1,2,0,0,2,0,0,0,0,0,1,2,-0.3510277769540174,-1.064194281154043,0
1,0,1,0,1.3286586944031769,1,2,1,0,2,0,0,0,2,0,1,2,0.8604222361670865,0.852610657196127,0
0,0,1,1,0.5142514200025698,0,1,0,2,0,0,0,2,2,0,1,0,-0.4607063789649817,-0.6824218058638573,0
1,0,0,0,0.3920903288424788,1,2,2,1,1,1,1,1,1,1,0,2,-1.3198554280508674,1.6844616401099717,0
1,0,0,0,-0.9924020376385531,1,2,1,0,0,0,0,0,0,0,1,2,0.33529438411459117,0.7747735505835649,0
1,0,0,1,-0.015113308357824713,1,0,2,1,1,1,1,1,1,2,0,3,-1.4710789550659844,1.1771966868117774,0
0,1,1,0,-0.4223169455581282,1,2,0,2,2,0,2,0,0,0,1,3,-0.04027173792295256,-1.3591280796791936,0
1,1,1,0,1.002895784642934,0,1,0,0,0,0,0,2,2,0,1,2,-0.6617838159850825,-0.5442212288170633,1
1,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,0,2,-0.5587524019747828,0.38241099276105767,0
1,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6534748309842519,0.2934542994895581,1
0,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6567984249845842,0.2923952912363259,0
1,0,0,0,-0.3408762181180675,1,0,1,0,0,0,2,2,2,0,1,2,1.0382345151848615,-0.7983832095927764,1
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.4860351280674797,-0.8741022996988743,1
1,1,0,0,0.880734693482843,1,2,1,0,2,0,0,0,2,0,1,2,0.8404806721650927,0.4899003304641197,0
0,0,0,0,-1.1552834925186746,1,2,2,1,1,1,1,1,1,2,1,1,-1.3115464430500368,-1.5656346890594606,0
1,0,1,1,1.3286586944031769,1,2,1,2,0,2,2,2,2,2,0,0,1.4586691562268908,1.1719016455456166,1
0,0,1,0,0.9621754209229036,1,2,2,1,1,1,1,1,1,1,0,2,-1.3447823830533592,-1.4713829545218002,0
1,0,0,0,0.5142514200025698,1,0,0,2,0,2,0,2,2,0,1,2,0.3718539181182462,-0.21698767856833254,0
0,0,1,1,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,1,-1.4976677070686424,-1.3199447743096044,0
1,0,1,0,1.0843365120829946,1,0,0,2,2,2,0,2,0,1,0,1,0.05445069108651675,0.06576752504464836,0
1,0,0,0,1.4915401492832983,0,1,0,0,2,2,0,0,0,1,1,0,-0.9642308700153169,-0.5929356084657416,0
1,0,0,0,-0.5444780367182193,1,0,2,1,1,1,1,1,1,1,0,3,-1.5275800530716328,-0.4467924695197065,0
0,0,1,1,0.9214550572028734,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-1.6371177461526298,0
0,0,0,0,0.22920887396235737,1,0,2,1,1,1,1,1,1,1,0,3,-1.5109620830699715,1.3461085032023035,0
1,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,0,0,1,2,-0.6385186579827569,0.09647876438838036,1
0,1,1,0,0.5956921474426305,1,2,0,2,2,2,0,0,0,0,1,1,0.08934842809000525,-0.22545974459418966,0
0,0,1,0,-1.2367242199587352,0,1,0,0,0,0,0,0,2,0,1,2,-0.9858342310174765,1.1242462741501704,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,1,-0.6169152969805971,0.3426981832648525,1
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6518130339840859,0.29398380361617416,1
1,1,0,0,-1.2774445836787656,0,1,0,0,2,2,0,0,2,0,1,2,-0.7132995229902325,0.21191066399068342,1
1,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4843733310673135,1.6691060204381056,0
0,1,0,0,0.22920887396235737,1,0,0,2,2,0,0,0,0,0,1,1,-0.2529817539442163,-0.7247821359931428,1
0,0,1,0,1.3286586944031769,1,0,0,2,0,2,2,0,0,2,0,1,-0.19481885893840195,0.02234818666213069,0
0,0,1,0,-0.5444780367182193,1,0,1,2,0,0,0,0,0,0,1,2,0.2804550831091094,-1.293469567978801,1
1,0,0,0,0.7992939660427822,1,0,1,0,2,0,0,0,2,0,1,2,0.684271754149477,0.2277957877891655,1
1,0,1,1,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,3,-1.505976692069473,-1.363364112692122,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6252242819814278,0.30086735726218305,1
0,1,0,0,0.7992939660427822,0,1,0,0,2,2,2,2,0,0,1,2,-0.4740007549663106,-0.5489867659566079,0
1,0,1,0,-1.0738427650786138,1,2,2,1,1,1,1,1,1,1,0,3,-1.3181936310507012,-1.0859039503453018,0
0,1,1,0,-0.2594354906780068,1,0,0,0,0,2,0,0,2,1,0,3,-0.1349941669324214,-1.1669180817175606,0
1,1,0,0,0.6364125111626608,1,2,1,0,2,0,0,2,2,1,1,2,1.1379423351948288,0.3993551248127719,0
0,0,1,1,1.2879383306831464,1,2,1,2,0,0,2,2,2,1,1,0,1.3174164112127704,1.098300571945983,0
0,0,0,0,-1.1960038562387048,1,0,1,0,2,0,0,2,0,0,0,2,0.6310942501441613,-0.6024666827448308,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,0,-0.6883725679877406,0.25268248174012076,0
1,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.3514295710540236,-1.0657827935338913,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6385186579827569,0.29716082837587054,0
0,0,1,1,0.758573602322752,1,2,1,2,2,0,0,0,2,0,1,2,0.9651154471775519,0.32098851407359363,0
0,0,1,1,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,0,-1.4976677070686424,1.4710714770836957,0
0,0,1,1,1.6137012404433893,1,0,0,2,2,2,0,2,0,2,1,1,0.19570343610063723,0.5216705780610839,0
0,0,1,0,0.43281069256250915,1,2,0,2,2,0,2,2,2,2,0,1,0.720831288153132,-0.0856706551675474,0
1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.639805029244998,1.4790140389829367,0
1,0,1,0,0.5956921474426305,1,2,1,0,0,0,0,2,2,1,1,1,1.0116457631822036,0.3326376048591472,0
1,0,0,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,1,0.7906267621601091,0.9913407383695372,0
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,1,-1.462769970065154,1.089828505920126,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.17576187209864347,1.188316273470715,1
1,0,0,0,-1.2367242199587352,1,2,1,0,0,0,0,0,2,0,1,2,0.7058751151516368,-1.1272052722213552,1
1,0,0,0,-0.2594354906780068,0,1,0,2,2,0,0,0,2,0,1,0,-0.6684310039857471,-1.5688117138191569,0
1,0,1,1,-0.13727439951791576,1,0,0,2,0,0,0,0,2,0,1,3,-0.15161213693408263,-0.9911227116810256,0
0,1,1,0,0.10704778280226633,1,2,1,2,2,0,2,2,0,0,1,0,1.1877962451998125,-0.05231189519073506,1
1,0,0,0,-0.21871512695797646,1,0,0,2,2,0,0,0,0,1,0,0,-0.3094828519498643,-1.2611698162552207,0
1,0,1,1,-0.3408762181180675,1,0,0,2,2,0,2,0,2,0,1,1,0.18407085709947407,-1.08749246272515,0
1,0,1,1,1.4100994218432374,1,0,0,2,0,2,2,0,0,2,1,0,-0.14496494893341827,0.06417901266480015,0
0,0,0,0,-0.6666391278783103,1,2,1,0,0,0,0,0,0,0,0,2,0.2621753161072821,-1.5333349373358802,1
0,0,0,0,-0.38159658183809786,1,0,0,0,2,2,0,0,0,1,0,0,-0.29785027294870164,-1.4099604758343363,0
1,0,0,0,-0.748079855318371,0,1,0,0,2,0,0,0,0,0,1,3,-1.1187779910307663,0.17166835036786218,0
0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,2,-1.4544609850643233,-0.81003230037833,1
0,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6534748309842519,0.2934542994895581,1
1,1,0,0,-1.1552834925186746,0,1,0,0,2,0,0,2,2,0,1,1,-0.4590445819648154,-0.8285649448098924,0
1,0,0,1,-0.6666391278783103,1,2,0,2,2,0,0,0,2,0,1,2,0.14418772909548702,-1.6365882420260138,0
0,0,1,0,0.5549717837226001,0,1,0,0,0,0,0,2,2,0,1,2,-0.6916961619880726,-0.8598056882802404,0
1,0,0,1,1.4508197855632678,1,2,0,2,2,0,2,2,2,2,1,0,0.722493085153298,0.8309009880048682,0
1,0,0,0,0.22920887396235737,1,2,0,2,2,2,2,0,0,0,0,2,0.1724382780983114,-0.503449411067626,0
1,1,1,0,-0.0965540357978854,1,0,0,0,2,0,0,0,0,0,1,0,-0.4773243489666429,-1.2214570067590156,1
0,1,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,2,0,0,2,0.47156173812821356,-0.006245036175137043,1
